recipient,amount,signature
4aUiVHYCxRVbRv1S5kVTmc5oDNqUEvsWp1p9mmgkMmS2,7.676295,58qPv652aKDniT5ZFqHboNXgK1ZHPoAvoFZvbZDnw7HGoXKqpNqdJq32PqCdFzJWJLXxyyKUtXGUp95uBZk2Jv5K
HrY4h5v3HqddWxEH96UPfzWjdwyAJHX79xshMVSs29VK,0.075649,2KoN4HPyMfZhyqe2NpHNB8Lr3LqLmTagZDSdshLBSh3dEBuwj6AvNkhbm7E2zBcuh6Gh2Kbec7byLfVGALDNWm6W
5GzwwWwee24cS3UwspGxvRASaLm3uqDSGj6WaoPPWizx,0.130568,QRVBKKjQicS8LhPW3c3vC9uFVbNNbdaGkjgotNoiDefe2UgVos3DpPu6y53Hn8zEmzkdoVj2mi6jBPH3ToY39nq
L3epscXMjrg9y8z3CEnzbChLLv5Q4BiYkK35NuTH1Du,0.068920,3iop86Y8ookZzzwEzuFjjKAXw9sRZd2aJ62LRb4vefeWzLedMQ1wkXTedoSxjvb4nFhk99ZXVpotGLTswM5wP32p
ExJVBTX1r5yJZZgzE4yrHpsaSxcGn8E9346f8DRQdJrb,0.957093,26PqiLRZAG2xbGYUhrPwRRutiqawFTChHYcuVkupxEyEfZP52LMDDDizmonGvDCSjMHsqSsR4YUzRjPLafsBeTSK
8kKiodDeGsecbcL8wmFAAkJJKeuDVGSaqoPLqwLy4pf7,1.248897,3C716fP6GfTRmghrVSuoFiTH8zctErNXZgGyhrua4xfcUzasfbdK9kgFBk6SPK4wC6Zzi5KSVom2dy1Empo4dsta
CH45w9Ujzxb4fkxTKyYkbcAWuGL2g81khSruDxGXKtzU,22.333748,5zM97hqHZjFR3JewDaA7ojh5YsM2zb9VuKNRSrUuA5hsqq2VS1EZvcNQKKXMAsBK7kQF3mBz9TeGJ1tG8MJoiGaC
Hrk4y3AaGEDVRwb73gAmpGP7z8pkvwh7Gp26LG5vZzdK,0.075725,4N8iGoDngbb79EafcUte1tuZRFjg61iaSTZKp7AYQFZJ4Bcep7DDWmHeGvKUZfzZffDju2fwTa677SJPTZbd6yNc
GDcLdoYvMv2Dd4PRFRch9FizGL4fjSa5rZuT8SyeWVqq,0.000187,jW17hANnCB5bGH4taFxmeK1xSCyQvYvywQtNvbVwPrdVdfhJbEXE4G2RszQtqU2mgvpe3gdqTgeXYjLSVWjx6R7
6H3nxx49hP7Wjn1Yy42qTeaCMVcnht13dmg1hj7KxBCU,0.007621,3JLZrxm5s5jAA7amvZeBvxjcr8nJtdNf8aifQ2kTpJ2GcR1jSnWBUGfysEJVbd8E3SkLkkdhZPczCFnNG2ZtWyti
DQK2e1uAVLKuhSMCYtBRFAssymnWgxnd9T3NicspYsZ,64.604050,5uNd3enGVshXwBjq5iWYitJ1r3FZyFFR6doVqp6zobNSovqgaW22T3Bheu4UQzCWgJGop38hV1Kjzjv6AYomoYk1
58X1mfoghpiGF6H1yjnepRgUGTkti5XsMhZnqFy6iU6s,2.581291,zMSjoDdFvaUL1JK4ET39oLFv3qDnhT2YRz9DyLBqtXHuLQ795B91YhGPdtZNwuFw234CYNF3LRds3o8MQGkwVfu
BFeiL2kftLiSua4F3mPZnsUiRsV6q9kXbMN81MH8CTM7,0.076735,3jfoMmnB3E73ScESB9ZgS6vBr26RifocLPvNQxGGxcEPUMWgdBeDL4mi6TcB5T9VSTTRCYPuGd5waVuVUCc75YCD
8RpRetmPNSsvXjgXytzGCHNHQqnRAUDDn9Sup2mSX79N,0.003786,4G9mG7YbiK4H3ihnKpHnF3izwZGaYBLDBqSAuveod6Cjy7HC6rg1gdQZrpZmfhgH6maEupKzptaodTp7VXfc61Sj
48KeJyTiMemG1YSUUDcbrLLC4Thq1pEEg7XgEL9CBoXC,0.011726,4jcQ6crWMScFaceC5L5jv5XTm1mJhLkUrikF5ShZszWr5c7CjoEaNFLLci3mEmLzS9KD3zThuodhVsPwdsTsr4Eb
5yRBEjC1uuoDGoDAs3smtWjkbGMYCh9f1hhd6bwufJn,2.010768,4QH8g9qTVoT4SWnhu2sXyHZ1WoYzjJSsVs3DbgXKeNFbwTDEA1AkmwM8r4qm3PVx8MZ6AJ6asgHR8RBENyQp46mQ
FdkzkVVScejWLUKBdCnzPLZbnCimuZ5rxEUut6nn3hB8,2.258381,2KZTFNLwLifjoovXyJhrsYDsXVYEgeCusCBBJAbh6kU7KBbcKfBYgfxvdpftmwv1Pa8sP7nwinCFigttMh5zZkDp
F9g3NRFRLqfTtjKxtjwCoZGzgRybrPtbuGhorjrdtvGp,14.908816,5wfLBa55deNxKZgK5qGUTRwatzAe7WmAvk1rkGnhT58kNZ4kPchSPEk11ro2AzYxGU5PZvNQUm2MrSnNSWhgiAKP
9XQEZyWo9nUzdQ2wLxXZ3Rk8P4CsmVpb4bAUrPb1w9Yi,0.015929,1XwmjpedvN6pk1tEQckL2BW4fdQS3PmdRzrx7rDvJThpCDer578RYv8cYPrBDHodrphLnTCEKpw78HvwH89hPpd
5kWwCn45Hrnug5P2WdduP6C1Rv4pGVVZAY7DHSn4ysty,0.014447,5xzw536i3BwDzBz9NZaNcXJGukbZ1p1P4km6Kj4HPs3ZF7xPN8sAqUhdAwsHgfe6UDGJVC9zn4aitN1PvVzpFSrp
GzB4nXrDtdpcSb868piDo4Jr1vXDUao73n9dgn7FTk4N,0.341010,2QTcGkWmdsjkkwtktye3WaNUNom4jApx4YAJievCnHMyduyM1xLpYvvJKYqmVyDc5SAcR8x1hX244powNjkC1bRz
HzXCszmGzX4y4CSfTpEZoQwGzQdHsHnJYPT8SCjfXRyi,3.322520,2b9Ai4PsZUaHmXUjy9nuwuSzrUPLyLUH3Zg1WygLBkG2FoJk21vTXfVxMhEngsRciE4Sz1s7V5SQnKpi6Pik8B6U
3j7mwiCRGspZMzcaWFcvNF7Vhh7EDgxnztMLRpobkQf7,0.000920,4DsnbGuTwVsWrAkqgFLWwFS24h1WUSp4Yg9xB8wu8iqS8wuaRULJNxGb93g9y3y6GArqLkHk3oJgRD19aA9GWSi7
EEb1e7S3tkBA8Pqd2FgwBUrLdgpKnz8umHGh2PwLtgEf,0.085526,4UMkVsnsHR7DWPLEqEyNAym9a15XdsCRrQGtGcAVeBc1k3wrKDx8xpzL5osgfAmEovvzrNfAQQaAdRNx6DRUx1Q6
AX4f9t6My3bUwoDxqdJVLKaKFNesAN3nrndiup7EE3gF,0.841722,2kAn8SBgwyhYHxWcMcVAYHLrmrbVhKFZvQigd2HuuZQpq87r41DvrmEfDahVQQpJVG6heb5DoBCEtK23WMuAhPcp
8iBeCys4skyZcmR9Nk843iiz46RgVAHJLorNPhr7N5z8,0.203717,5LWGmnfhWZXh4LY9BxsfXdUVyJnqwEcPX6Eu9oWoKQVnuniEnmHfZv5sVNTwAr4Qyn7kq6MezUE2kyTCtAvs7crJ
mzpAQuXEPKezndKeQ4uVJUSHz2C6qUaPK5NDSwi9UbC,0.093094,454YMcWAAUCQSFPH1cQqShQNCtoR612HFBTrxBPcaWmxZSnVN4gaaF2H5QcoL5SiH16u5ZcaLour3SuLk5uMyekM
HPpnHk3Syxf3sKWmfyP3UdgskKjk53P38yWbeEjztCaS,153.507091,5La9mRTXLSVM5wjHZQ1duZa4Kjs53aTwRjyWwb87qUBQUW41WTFB5xme3rKF9jCqGd3RV4mZkjUK1Vy4ueXH4bDA
DVge7S5bA8DRWskw5VNz9U3oTK3TVyHmZXrr21ks7Rd5,0.143695,31DzBiA4ijBzVYnLGCJf1TchmWPiFMWf45CSyWcABWYXARwbs1kSLg18ZzSazpxXEUv22rWSxX5EHCWcWSAWkKCX
AXQ44oFXz1khj9t14EKt7GHCudhaBQJkoeXUaZwHpYrb,0.064043,5us65SQ1La3zx57oHBcoCa3XyJxbY4A8z2rdQGxJuvCU3GUCbXyxteuEbDv8Gdf3U7aiYS29ZnaCMqtW5AFsNrCx
6kZoofhL5S3U8aQU2VW2TDRZdiBYo1e1o8AUSbSttsAy,0.802540,2Jf2rtw4qJazVXUC4v4kU34GM3shp8SLVXoHgZMz58UTd68GnE9gNERT9ve2rPkCWyurobBemPikbLQUf9sRYnTz
59yVBmP4zcPgq9FPoRktwJUzC2NgZfqSFxiRr9UKUqP3,0.333975,36uKb4mWsdjitJRtgnPnKU9Jc6xRCjjZacLhwjGZbMUuhog3TPDp5pwykb3yJcUNZRwrah92e9KsDS3RAYcZrJba
3R8vt8gLjW6FpnKB5cBoSJT1m34jbYzYWVDV9pUCnGPi,0.181568,35WjK4wrvHspV9n34kRRJosaywHznyJY3Bw56xWe9UEGivLRazrb8Dk7W57vLfpY8ABxRJB7Dg8yN32F1h3SLynr
4Xv56Moxmfv3GuiFbm4mrKbP1deJ32yKX2s79CdLPQW6,14.246830,3W9rkapc5gibnEkG64zdbxfnLK1VBZEzjrX4Koc3ndz8hKKcYssc1GUYZ3tcATeAv2sMKR1rWS3Z65fwqLqDQXtf
5B7hirHoLgAtwdxj3bpY1YJMjX6bU5N9RdBmDdBM7ais,114.608712,2Tj1pKXB9XGtKr6gRRQoQ1nuAdLx8c78H4XRzyXYqqrfgqFXAGt9G6fyZeFsn2yoFEL85g1NzQrgSobuywU2UXEw
74pXrBrvEYz36xso4JWb5oR2XFeypNxxHwLMLe2dcxBm,42.653841,2uTRkmbqz4z8boYc5NWrSEUg1dVkvtZHfDWnARW5hcpPG2L788k2LUDrd5SFwBs4JJGb725rgcKDgq17Xkg7pTM2
7Lem2yN5rhoqgEyxucBoif1nXa1kNjtqBRFRnSv2dt4J,7.845534,YWDX4G5eZnKrL5e8kCHds6fhRWEXdFhQEx6twnz8XoaKE1Wwq3cUdMpXuRdYsVHf2VYTm6rB3kAwsAatCJVAJW7
7MCPs83Mwkn9N4pBQmChh2WaQEdLpP1fftFaetnbQAjH,0.203458,219GLXwPCoF7BwacnDE4ZnZkbw6wzojxDT8sx3eBSENdXxRGous4VdcPDwtLZ134ay4TCo1wUFWUsqkMa2z3oLfM
GfwT8Br3BwmrZHrwz17chMy4TiuAbeZwbJF2bshpzEVg,42.473873,5Zmo2qd2oNoHk7a66DsZZCbQ6ZYzai8zypSkaM6fMoAohBoBKtDkCN7Aq6QFYPfuEBA6oUaQ76MxADx5pTW9ssoY
ExKcoXpY3uuxwqG4fmJkQt2P71KTMzz3993g9QSovs1z,1.669539,427BN5DGvkUMAN62DVyXZpk7wwYjgrS1sfjMUVUvqhVa7sRpk4SsV2HpPnteYAQho4Bn9MGbqj2mqsjb5LT252rR
8iR9qCPJTnkgPxUSBfLPkcRwFVzKHWhGXg1G2ihzvtSe,0.256488,5UtEaKSyVi4VVk4NnVHGeYXvNE2MGD9wLxV3RVBSXBXW4WdMzZcQU6TiccWf4N8wSVz3LE3otCP92K8gp64vi8fW
3ddHxTuUyxU5ifjcDboqZKPNvPn6bD59jVEBEDYZ5qbg,0.007625,57R82ujdb3w8EoHDey8HJQp9qn4Cbyvdu2dR1CbdV3BuvK4yMQTeN4gBRuSq5SwNg4TGysNy8UsFgvn921dU2JDE
Fk6N1XwRB6XUrBvswv2Hi4iYbMrQdphw2UBuuCqktSEi,26.275076,3JNME7EkRjtRL7AP3KRtkhqKGW5MzF988jipb8ikhrr9BJp5BXokxRnCcARHtABwp5gH1genVUDgeLVzpg4CYNLa
CWY9MZLKGnu4EJN6iaTZpjqDaCLzykPKLEKgeRySAwNi,0.124833,53crtEmpPUHdeoZtNy8jKz4ixRmbwPme5BsstqymfA32K6UXzFxwwUhn2rRiUPcNF76xUQHdMHiNWYZbCyg8MZzq
AorpktzxFeynrVF7ePMdeAJLCs6WCdVnPo6pGvqEPGFb,13.398624,3eAB8Wa4b4xTvx578J9S4cixw3JMfUMX6qti3YBqrEitviMNnmnYs5psajyABTNRYri6po7SLF8CaLUW9m4UyeVq
g9K3outkbQuV6aK4pHgKqAkuLCZXxyD8rynZdtAo5yt,0.727594,5fAbyC3vn5jLVqTnYsP29yUbU9CJAucDbdCcmCAjboiFtcFPSbkKxDSM2t1P8kZrv7NXDVPx7v9JQVrMRNJkFzUg
4tk2sAHZCvuihHoNBWBQvtJU59tVuUhW2BGu9NKKQn5e,26.218528,3sifszcqsMJede2SYuyXwwQkycTpKQZHZuYkoRDQTRfpvKaZHFfUFSppJFDRLGScrPxfadX9jn7puWerGh5xyu7g
5TYePvGHfxHccd5FvqZh7FyhpiNgUCUHzavTxpRGWJHw,1.369296,4PQZQzxeQ9ocTSEAn58SbWqy47T5B8a5K8hUCYb4W2f1dpGt4tpkC3msxnShRWxsfXSLVVuXhm8azrs5drXfC1km
3M1fpYXZZA7Udu9vmDETgW6q8ZmRWaaGdMSHgvxkUmEL,0.000010,YHcMkFcGnKsdTy9JSS3TzDtEKq2cLv6zrCpMEwThECzBLUqGZT7DLnsAyedcPc9PNJQNWAVuraHnowqVATPngH8
7mGAdtUWEwPfNrXwnVfttjc8ycJ4uju9Ff1daMEqcUe6,0.377854,2B2KBRwyPAwGXchFQXr7SFVJu8akEK245Yf42kKs1UwnyVhzWNptFrkVeUV9e2HxZtPNM45RiFtx2hh9xo3amSBA
GUMsu2ga7rWq9dcn7vTqdSvC4FVQnyNDBg4DQ12Evuvk,0.102205,5Hip14n5rtRcfHXMk1BXyndA54LzHHTGN5Dr7VN8rUTFGoerjCxDUe16nDikUGsfgNd4DgTFqMyDnKAfiAnd4A66
2798KeEcTBzFFxZbL9GwgdMCFELBzWm5L9umoMCyzZdH,0.858773,2tCgjq8Jx2Jy619utoy8tooB1wLJq1879gVbeeA9gZhBqV7QNWN1j6ctzyuESQWkgaDQQgMpq9h4Xcp6U2bsuZnM
2taPP3W93yoFvE5MuevKjgzrDVqiDM9FyoPy6ZZk4qzj,0.007563,322CysWTRFCNp62ZALqHQTMX5EUZntSPbWhdNSQjciMFWhRpVhLnxA5ZvXKyk9WpsMh8kZpoajrcSgTcoMrvp7qB
9JuQsm3TTUBEe6RuE2NDtTcedwoL4xYuNtXyETydRbd5,2.728635,3n6qLRNTjRHdUvGvB7NcS5UkryJBA1dyFwFr6tQaZJ3Jf7v7jYvSFP9L4iUwpyT7jumj6FYUxLXTGZYCniYr3keX
72r6DGrKRRB491K43LukRzRQ6Vbnb7RzhDMj682u7C5L,0.005261,37zai7zhbK1L4dAmG6npjKBFafYBVyTMQPYTiyfZQWx9J3zkUjcSeocfDXwDiXjcBMhYFGp8v21vpUDiXKprUf3J
HgJz4xw1tXH6MAYvb8DY7sQcrTtUPuJnHSmFhqL8ZN1y,3.258557,4SWmSvkYdDtY4rNaxxQEPgmoE6ebQhopLnLLTMv2hmYgjmt6aNSgxUU9RQupjc9MMhTJWZoowJHd2WQxd2iJ6Gra
GsgYfwK68QenDeNhQPxPSjfLBL8JVLSxnh1Bj9J4nYqU,0.151303,zayh7x7oXgnSF3tYrtCwqJWDRTqUFs5njsLA7JdwVqYkH2w2Gq2F5zGi5PSKpcyL82ShXa4HtKWAz29G95A7dx8
AgTx8x42LuDeADkJLYGMkp6u4p4wj8D8XHdNXwrFKS4B,0.382849,xb88t26pp33r3SLMu8rvdA4TQHhcqeiYcVpP8cwcQxyTpkuoyoqWhFpnzV9hJ2eL5y9wSX9sHs7YyeFRYmf14ga
HNTN2ciKwmuYZCrT1rcXbSLbAPbUP8EcJ1xoUd89sF7h,10.828214,2f3Aq2Y6CrkeGpYJUzMQUe8jEzGPggXjMujSBA91PpnYWzbJQ4bXo8a9PYP6b2ZuwQrkF31UiGCUjfgit82bzy29
78C1DoMkzsPmgnRXrmk9dbGjBSoiW3nQAFksYPSnGEfS,69.247934,5xfXq99Cavsu1odSTQmfgsMyg58BEUCwX2GVLFQ19eJK2fMQcvY6S7b1SwwkmfNdpg3QbedpdFn7URiVsuw4sKDB
8ruLWSa7Uf1KoHXhg4nk5MNWgtuhRvWJhz4L2Da2Ftku,0.086519,WLNetYLExzjdBBCEw4e3jAjFbpvvav3znzzpCKkdEbPZAXscK68Tm2vtVK8Xj8BcahbZrwWCnBGhnXVmwTTqBpT
DiS7bfj8zbcrNzS7XgTiqjh6L5hdWm5QL3x69EUbtwzk,0.020077,2x2ZusYtEDdAnCngJ5rT3e8QdGFCJ4onhMGZsDARwUpH8BLHDMobG8vLSw3fLQDQr39uhiFKvd18mRvg4U5D481M
F3Zdg5NAwSNv6RzKchKuXWd8P51GSLpCsDJJQHpPa5qR,0.224826,3Z6KZD6QVwrUM4veCEnExDmr2LkD8Xcs5fJ3hEycCpgzRGeq7nLUafcKVTKuVFSiUiuL8HQhbtktv9B3pnkvBpuf
8NgvLyyQ4S9XRCMWLuDv2VqPm12dS3kiM8L7Q6he1EFy,0.007621,3U6QUtMFAcGksL3XXiNA5LaXrYgaqRj4aS8g6x9eCkLAovDRKsyGZbmpdG3wxfTxksrgqxttgWyCyiGKgFLXiHRu
74q25CVGdaf26guV4ukmhfrgerwFr4bEh9H91ua85EoM,0.037955,4LUGcqXkQ1zSW7a1ABdV2YbQ8Qaa66RLsU34nJc1RxVj3CTdKTKUVozuyekZyZ4go2CVsv24aZSfv1fmXjbZwrc9
DH8VEA1G8BLVBNdxFqbPsuFjJ12rdv7VoepYse5SmBmM,0.227248,5SNkADSMts88kyAjGobjwX2uFB9s1aZwon1p9Sq3eEBoaqDCgWBnRMquhM88SymTwKvYLB1FxhiC4ZQvBTJZVyM
4KaqpHD8b4R4RD2X3qvssfpB4uHh7gUwmE9Q8u56Mvur,0.000344,3sDG3yZKZqu484b8cy5C228FsSwXCc5GfrWvzknhSjLb7estztWuGSscDdjSDUwugxSSieMCcmewiHU4SzDmQaNF
CttKhXMpn2S7SXG49h7mzxc9dN2LxKe1dzwGLGp684Xs,28.616821,2XaLphEkTHEMsrcXXvgnn57dEBGTWLhtJZfrrMQuV8ShYPfv5jdHgMkVrWpSVb3AfBSfx6sbXEjFwcudpLKgzxsY
65tSvrLB1Aaat5EeyDZpno3KPXEfPgzpu8GFXZvYkuT5,0.492269,31rp4TmPAJfjBU5oXvyQLJW4JUudZBLhNVpC9YwtKqbcWRgzPbB8y5tC7g6tKPEAvbQ17gGDkUcD8acmqwzAodr1
6mqJFzFFKtzTj7bzeffNR12gAvpZBN8Nbe3F1ezsEY8e,0.077052,5t1kKViaRS3r6dyjMSpvU7J5HBSBp9ut6ncPMoHWS32kzBV3CvvgwgSXv7REQY24qS23btmaJPXjnJQ7Y9v1guuq
436hSCTgn8Srawc1C4MqwJAedv1oUecjvFp3JB3Wi6eF,0.068234,ZnKxAitp2cFMugPUEurxSb3KYY4GvHz1ptmU5WU7NvGbL6k9PGmrXmbe33rv1J8MfXmG1cjY2u3CtJL4LY4kGiS
4fZ4UhDfrpUcUfPPUCuyFeyZYMM9AYAp5tkJ3egAB5QH,0.587194,4AsZ9BCv18AdNL62BCGEsg198u1MaGx3W4eRsniU5HLpSFnyx68yKspum7NPoXBDHsDyC4x7ao8jqGKKGvkqFULb
Fmnf3S9QYxinwNVEXfXuDDQVYCZCHgA4tuyjuGqf2UfC,183.749968,8qaUEyMoUFU5dS8NgFJ7cmq8xJC4dCqrPShyXGwkQ1t1oPEbgdSp1EkBgb4vQDZayCHzZUFf3AdJ6ansRRjsiSd
BLpj2CdPhVaHztBBapjjKTJBusNxLcWG1ypN8CceTphP,1.416638,28UqU3U1DkJiD63XqVwWbzLX8bzYzvVVpsbbu78cjMofaoaYcQp8B9jgyFr459FKuascvyAro9XS7cB2pSQQcRWJ
5tux22hZosjxpTWcdHT67cVA2WBi5a22xBKide6Q45o6,0.011618,6pv8BkxX8geKwk3Tj2t4Rnmdvvg6Xexpc9g91RuZnkpSgTTLMsthUk6AmTTLAWthmzGs9yuyRB6iLPRzoi92vQR
G4iWZkGsVvvo5cW1YHP3WrMfvPiFKWFgRGV8xU3dMkx2,0.431090,5MvrCiEDN8QSHDFikaaH9HmMvLnoCpm7ypZrJ5YBiRA2t7KEvd217YKjceW4Ft5hLzgTJeH3DQDiVoFWXHkhhM7z
A3HZrGAwKv33YnBLEUi5NzLKGPzspwQbyztVgeRY7BVF,0.000980,3imXn4fPtw1TutDjtgUJjqmcsaWzCVc8Z2jn6ohK3rFFNtpssAEm2VU3eegNGvVwDt5YyBqZXM67sBsHzZ1QLFmw
hDTA2p12GsdsvonK1Ni7FzuFD1nZCKdjokAaqQubxst,0.043936,994AJg1kYRF9GKYuouaVyicB3wUDYmM78B98zHcXF63tHXrGJM8qX5v8XhvVZcfQamihJPdGFEdAyZBJw9LTnVZ
7QeQgTyLL3YXpMkJBnDhhgDkLte16eNT58BGHgsc8aBs,1.340870,4gWhTvmTtb4nXS9yPnjxqEydy86bw4vrRB1soVSuThrMJopPpiUEgbHrVNSyY9ncUwPu3QcBf8rLc1PDmi8zc4TA
AcSjYRjgsnNzL5akcobiCJRtxYoNW73NBnAqMDdHHiKp,0.000000,5v1pmNwNH1TcNwGPZMThouo7XfCh82bQyaj9B1TJ3HGk5wyEec1Hg7fR9UsJYbrD3Dd5hNGfbybXedChevY9Lh4c
AM2vhRZgdzKPGJpMWm8vZwwEZdkytxUYiTrw6ud8ozsv,22.049322,29RmhBxYRxX8TKsKCPqTG8PEkjnpVi6scUjjEecuU6jYwiaawBcHMgeHd1a5R6eqJ5uqWUKdzVLPv1CYVXi28ENe
AbgicEN3npoAGUvZCJWpkLkniVxnEdcsFnTHCcmhfUKF,2.274464,5A5Sr4hPVdPJzQcm2td8moF1mVNGCpXcEX3vBMzxFsztJBJ38yyUDKgnacU4bfA1DDnuUJSDwAjDB1FDoV3yWdar
6Wy7bgV4soG5swjJz7egA5j2Ni3FeHk8gsR9adwa8xZw,1.700908,4dPHZbTSbtbCjaZxetwH1rXrFjFi14XPTSGK4W1EA6uFhSSiSh9xdUoHsXHB67LFmYXVaxoFqg8xSqH8huHbDL2g
CfjBVJgra7XxKfDGUASbKvxjAjyUHFDe5b8yNPCU6Dmh,0.530455,2idEiN6fMweLU2WVQ2eq3p3p8ssYnhZQBoNyFw6WUrcXZFDvuiDwJP889RLLXRuyLxbYgZa56WPrhK2j8T8bx9kL
AJNCodqV86Kzbu5Sn81nJCEXwBpSfV3wtacGxffEGdG6,0.001682,5KcZvDAt4PWhDpmkn7B6Nkj4hYx3eAhuRGitkbmjps6RiYAPrySVjwh9aDfiizqMmHzRbgY9E1BmnxNPd4SvcQab
CSjV6g4kzQPXZX7Yku3i9Lbmo5JyFh7u8FfcsVUJ1zgG,0.078162,5SDuPuQy8vT8Ue3RPPoW7f4RHqxeaLsQfQN9aH7GDo1QvN1rj7sQXfAV6HiJyFx1DygU5qUkDtUwWoczVNFaYf4Q
38eViwxP3o95tFjmDgAReG29jtkJKfKp9nvrmhkx8HkB,1.214482,3uDchzW2ksUSGN8zADyqXRQCQd1VL2m6RdtygiTbvU32cH9p1CRsneGGuCNVUXRy6zGf3BvtgaVeaTrGtBJtiX3Z
BitywCwmVCXbyQJeJhU4VskKe84XngLLNVdmuLYqHTzW,0.282821,5kfKd1uSyzijqiSVeE8xuDFSed2MKauAxDy4e2MqE86xFLYuGhkLJRbDe91W1UikGeBEJD4VW1MRTQZy4LubuTQg
CuieVDEDtLo7FypA9SbLM9saXFdb1dsshEkyErMqkRQq,11485.898832,32eY9n8tnCaZRTELDjcLnBQhgmWx1BrmD6HPG6ZTnrP9RRUxrDoX1mjwhedVTgsUBTyc6dPw7ToDNwvSatG5Ju1s
9W8CBgmCRXr6HwKvKRsjABM4nembeid1Wes6hAWDciNB,0.016221,aa7kZ5dJkEH9Ac92LQgCZ2BC6YLx5iKwQkRwYt7SnzpgAJ8QkoS7bf29CWUZirP8enZY5DvdemGTRor2q5NFjCi
ABxMSx7nY85JoQWS2JfY9cyzmLQQSoGjSDG1tizgvKpT,0.015156,2JdrRv9kSLqEmPvK9WTKjQYF6PoNtiSmdV1mViRBRvKuj7kGBewC6oV7Z9WUztEHqWoVqKzqY8Agu7h4xSidsJM
2MvGhL1FodiTnbvfnD6N32L4rCE42K7tuscsERh3eiEq,0.078163,2HigEy2mtbkkNc3XoCf6Cqi8MawWV8AHbz1UfHcRXUWmHWtaBFwsiMqbXFN1UZo4tmVmcn5WrtjbHYJZNPoUr2kJ
815aTPz3hAyQnULyVUbt3HSDQhrozc3aiW3hLfthpJCj,1.914451,5Fq5CHh5PV7AY66gUzrjiSt79Tpo4XyxBkDSgeE6E3u7CHsFk18Vf1Lef5g2ftugomarQ9joWeqS8jrKbp3tYNTf
AUbR7Ty5Qp3ABvCR8QnVwmBpFeaR14XFxUZazVcF1tEf,0.195822,5GH6M7hjMGvTPBsPcpnP8mWddZmSW2Ut3FyCDxjdBUGeUySv298En4AAmDFKfzChUf5zg6n9Hq5EbQwSiWaMttdc
Gm3Y25et4Ne4ToMFBDo4LBktXwrmeR3aC4xUEjo9RThP,0.076575,3T7zbhidjh4UELNJESFuGdkbPjpuCKvxxKVuABDe23gkDM2P4AZA4kNkSmExzHZWVdQWXUfRHuGVph2WLHmAFGF4
97m1LN28uQ8V6c5HuuCbhuRPMVztWxNUgVU9ra8jnxAW,4.112912,5XKUTdr1zCpUS63eKyZntQ8eN9apCTxzMY3rZhAAVGASy6Qr7YbxyDTpRhSDwbpLjs8rGSAPLw624daUs7R6JyWd
EfWrGGzaJkDfv2xHFk2PNuSK5V3pxg6Ampmq9RVxcQTG,0.003015,5fuDz4f3onwWRmW8o6eWycD3voPTqWhuPg4K96Z4dsYwcetNAk5yWYdLzDHz1Nu5sLWnaeuGzAa6q4mAyqL8hFGX
ALhGkUSu6MsAVJSFXecaiUtyjqRTNTkdJknbzdjLyZcU,3.406247,4QYJvHy4stR4fnCtPwHn92iog4DMcQq8WnRV8mTTxGmoX8D4Fd9AaXqyZa1JC1D75xf9by75zVtDNDiqwgrFSAaZ
9gSzAUNJXWkFiQP2uhEhNE3yA8c1DZsKP69f7FZrt5J2,0.234632,3pRXvdrG4P3TfKw8cEy22WsBaFz6p2aSNZ3yD3TzZXdj449VPbCZewyV48iepsPhKd17VYvvNdLUtwT2ocooN8nr
3UHn1gKSZFcYtNB7cDHzxwCPksodLT1RTqsFsGWFFy9W,0.076224,33TRyhDmrhv2TpRTChjYXPxZF3W1jhEVShCgoZ6mkaEB2ZFAwhjQPdQpCih2aPBMXSWwytPKn1EXm5zdqEPaaahN
G9ht44hPA4J4dQELGMxB6FhyEUba8SvUjMMn8AasXobD,0.007621,Qiaas7jgf4WUcTx4Zx4A7xbmHP7QHaFVKbJBtzRmmt15r8234jRVxCSRSfXTsFNuKWTKZWef72XmC45q3YQY5di
6oFaJUXGApYhysJcrDffngXh7w96J9JoZKDysFtJZm4f,0.064576,cTK4EY2W6bHYw6DSZmNNhJqSZzHLetQ3oqjRozAMSp1xj11swDSbyCiEdAc8oJfYbp3yjSr3dNpppcwPi5WfCzM
BinMQMCJfDDzxT16SZD2VFbBzNPPjqvBFuMqUA3qNFXu,30.162710,eA3nTi9MjYipSRS3sKV2sRXcbHZC8ftFTR5TRUM9NjErxtHHNXVSpXbhPtRmgN3RD2mGEe696tMWMru8cdCVrB9
5MpQnEjNkVAbzHfTW88Y7Zt84mU24s3UHMySQMz6heEc,0.000442,2NhxVsR2ZaNwQbNipY5iqfhtde8AvfHrCoGJo1UZuWmCvgnzNGyqN3miiHwArgVgweHfh8NGSCXhcGQEiuonNrSW
5y3RfXqzLtpJfA2nbPmhfEpT3YPhVyTppXSbPw3wZwem,0.024794,Cbctp51RuBFcV5LzG8qF1L7iXQ5G7bB31LZUAwt268j7DGFCkUK3ftyzLLvX3XE9oMeUB3rDLEdAKYcsW7d1xzY
2iY3kYYsT6tqonyruD2hGkQJ9WyQH7DfF5HUSGNw839e,0.384063,4EA8mQk5DpBdd4mwXpvwaPX9La5mTkmpyamUtnvrQd7gEyKRo1pSGSRGpsuEb27NE7sVynqGNMjdfC37Q5rSqVbo
